water_pay,respondent,research_asst_name,water_used_season,_bamboo_dataset_id,_deleted_at,water_point_condition,_xform_id_string,other_point_1km,_attachments,communities_villages,end,animal_number,water_point_id,start,water_connected,water_manager_name,_status,enum_id_1,water_lift_mechanism,districts_divisions,_uuid,grid,date,formhub/uuid,road_available,water_functioning,_submission_time,signal,water_source_type,_geolocation,water_point_image,water_point_geocode,deviceid,locations_wards,water_manager,water_developer,_id,animal_point,water_mechanism_plate,water_lift_mechanism_type,road_type,water_mechanism_plate_units,water_mechanism_plate_no,water_not_functioning,water_source_type_other,simserial,subscriberid
no,community,HM,cannot_determine,,,abandoned,_08_Water_points_CV,yes,['north_ghana/attachments/1351935421058.jpg'],Namgurima,2012-11-03T09:44:30.601Z,,Sl,2012-11-03T09:34:41.331Z,no,Yakubu,submitted_via_web,5,yes,northern,1094cb1c4a2f4dcabbe4470bf889681b,grid_within_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,no,2012-11-13 07:29:51,low,borehole,"[None, None]",1351935421058.jpg,,355047040123780,west_mamprusi,community,state_government,381825,no,yes,hand_pump,gravel,horsepoower,6367.0,kiosk_broken,,,
no,community,HM,cannot_determine,,,broken,_08_Water_points_CV,yes,['north_ghana/attachments/1351935992321.jpg'],Namgurima,2012-11-03T09:50:02.868Z,more_500,HM,2012-11-03T09:44:37.437Z,no,Karimu,submitted_via_web,5,yes,northern,189dc6b91fb24d04b2468236067f722e,grid_within_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,no,2012-11-13 07:29:57,low,borehole,"[None, None]",1351935992321.jpg,,355047040123780,west_mamprusi,community,state_government,381826,yes,yes,hand_pump,gravel,horsepoower,19983.0,kiosk_broken,,,
no,community,HM,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351936687410.jpg'],Namgurima,2012-11-03T09:59:50.687Z,10_to_50,Xxx,2012-11-03T09:53:23.055Z,no,Wasilla,submitted_via_web,5,yes,northern,22e8c6ce538c4cbba5736ef55951873a,grid_within_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:30:10,low,unprotected_well,"['10.37425095', '-1.48710606']",1351936687410.jpg,10.37425095 -1.48710606 180.8000030517578 5.0,355047040123780,west_mamprusi,individual,individual,381827,yes,no,manual_power,,,,,,,
no,community,HM,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351936856008.jpg'],Namgurima,2012-11-03T10:02:13.489Z,10_to_50,Xxx,2012-11-03T09:59:57.357Z,no,Ayi,submitted_via_web,5,yes,northern,6a9dae16fa5c445684f8dc3fad3d07f6,grid_within_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:30:22,low,unprotected_well,"['10.37420436', '-1.48708069']",1351936856008.jpg,10.37420436 -1.48708069 174.6999969482422 5.0,355047040123780,west_mamprusi,individual,community,381828,yes,no,manual_power,,,,,,,
no,community,HM,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351936997844.jpg'],Namgurima,2012-11-03T10:05:18.139Z,10_to_50,Xxx,2012-11-03T10:02:20.266Z,no,Sira,submitted_via_web,5,yes,northern,d25b50f780f24465acbb4b740d6bee4f,grid_within_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:30:30,low,unprotected_well,"['10.37412052', '-1.48722163']",1351936997844.jpg,10.37412052 -1.48722163 154.89999389648438 5.0,355047040123780,west_mamprusi,individual,individual,381829,yes,no,manual_power,,,,,,,
no,community,HM,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351937184998.jpg'],Namgurima,2012-11-03T10:09:08.164Z,10_to_50,Xxx,2012-11-03T10:05:26.976Z,no,Safura,submitted_via_web,5,yes,northern,5725461539a34f59805c87947cae7d0c,grid_within_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:30:45,low,unprotected_well,"['10.37409828', '-1.48721831']",1351937184998.jpg,10.37409828 -1.48721831 162.3000030517578 5.0,355047040123780,west_mamprusi,individual,community,381830,yes,no,manual_power,,,,,,,
no,community,HM,cannot_determine,,,abandoned,_08_Water_points_CV,yes,['north_ghana/attachments/1351937625240.jpg'],Namgurima,2012-11-03T10:15:55.850Z,,Sl,2012-11-03T10:09:35.584Z,no,Yakubu,submitted_via_web,5,yes,northern,be72f8867d664677a399faf301824e98,grid_within_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,no,2012-11-13 07:30:56,low,borehole,"['10.37726655', '-1.48922821']",1351937625240.jpg,10.37726655 -1.48922821 188.6999969482422 5.0,355047040123780,west_mamprusi,community,state_government,381831,no,yes,hand_pump,gravel,horsepoower,6367.0,kiosk_broken,,,
no,community,HM,cannot_determine,,,broken,_08_Water_points_CV,no,['north_ghana/attachments/1351938018751.jpg'],Namgurima,2012-11-03T10:23:20.760Z,,AD,2012-11-03T10:19:06.328Z,no,Karimu,submitted_via_web,5,yes,northern,baf893b5729146e08aff943faec8fe9f,grid_within_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 07:31:06,low,borehole,"['10.37726893', '-1.48997172']",1351938018751.jpg,10.37726893 -1.48997172 205.89999389648438 5.0,355047040123780,west_mamprusi,community,state_government,381833,no,yes,hand_pump,,horsepoower,19983.0,kiosk_broken,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351944183997.jpg'],Zukpeni,2012-11-03T12:05:39.572Z,more_500,SI,2012-11-03T12:00:37.415Z,no,Amaru,submitted_via_web,5,yes,northern,f2cc5baf5b554751895f460674dcc993,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:31:20,low,borehole,"['10.13976231', '-1.60065486']",1351944183997.jpg,10.13976231 -1.60065486 195.5 5.0,355047040123780,west_mamprusi,international,state_government,381835,yes,yes,hand_pump,,horsepoower,2920.0,,,,
no,community,HM,cannot_determine,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351944423127.jpg'],Zukpeni,2012-11-03T12:09:38.733Z,,B1007,2012-11-03T12:05:46.120Z,no,Amaru,submitted_via_web,5,yes,northern,fa2f82c553e7431d8cc5b52d5a79b0d1,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 07:31:27,low,borehole,"['10.13960634', '-1.60055608']",1351944423127.jpg,10.13960634 -1.60055608 198.6999969482422 5.0,355047040123780,west_mamprusi,community,international,381836,no,yes,hand_pump,,horsepoower,1007.0,kiosk_broken,,,
no,community,HM,year_round,,,broken,_08_Water_points_CV,yes,['north_ghana/attachments/1351944665667.jpg'],Zukpeni,2012-11-03T12:13:17.080Z,more_500,Xxx,2012-11-03T12:09:51.461Z,no,Amaru,submitted_via_web,5,yes,northern,762604f438ae4984889023dbd5bea394,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:31:34,low,borehole,"['10.13961639', '-1.60061375']",1351944665667.jpg,10.13961639 -1.60061375 199.8000030517578 5.0,355047040123780,west_mamprusi,community,state_government,381837,yes,no,hand_pump,,,,,,,
no,community,Hm,cannot_determine,,,abandoned,_08_Water_points_CV,yes,['north_ghana/attachments/1351944924047.jpg'],Zukpeni,2012-11-03T12:17:29.704Z,,Si583,2012-11-03T12:13:29.992Z,no,Amaru,submitted_via_web,5,yes,northern,537a53b938db40789f36077d32973b12,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 07:31:41,low,borehole,"['10.13854045', '-1.59899347']",1351944924047.jpg,10.13854045 -1.59899347 195.1999969482422 5.0,355047040123780,west_mamprusi,community,state_government,381838,no,yes,hand_pump,,horsepoower,583.0,kiosk_broken,,,
no,community,HM,cannot_determine,,,abandoned,_08_Water_points_CV,no,['north_ghana/attachments/1351945114941.jpg'],Zukpeni,2012-11-03T12:21:06.987Z,,AN ISO4605,2012-11-03T12:17:38.516Z,no,Amaru,submitted_via_web,5,yes,northern,42ad9c7d319c4e0d88a8ecddf607bbce,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 07:31:50,low,borehole,"['10.13851388', '-1.59897451']",1351945114941.jpg,10.13851388 -1.59897451 205.89999389648438 5.0,355047040123780,west_mamprusi,community,international,381839,no,yes,hand_pump,,horsepoower,4605.0,kiosk_broken,,,
no,community,HM,cannot_determine,,,abandoned,_08_Water_points_CV,no,['north_ghana/attachments/1351945407887.jpg'],Zukpeni,2012-11-03T12:25:30.814Z,,Xxx,2012-11-03T12:21:38.175Z,no,Haruna,submitted_via_web,5,no,northern,d792843c43724531986392685b336f52,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 07:31:55,low,unprotected_well,"['10.13973795', '-1.60080609']",1351945407887.jpg,10.13973795 -1.60080609 195.1999969482422 5.0,355047040123780,west_mamprusi,individual,community,381840,no,,,,,,water_source_dry,,,
no,local_authority community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351947851899.jpg'],Tantala,2012-11-03T13:06:01.303Z,50_to_500,Xxx,2012-11-03T13:02:11.347Z,no,Naaba Mumuni,submitted_via_web,5,yes,northern,c81cbf8991f24e33b4cda417ddf40d12,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:32:08,low,protected_well,"['10.19911963', '-1.53726633']",1351947851899.jpg,10.19911963 -1.53726633 201.60000610351563 5.0,355047040123780,west_mamprusi,individual,community,381842,yes,no,manual_power,,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351948030714.jpg'],Tantala,2012-11-03T13:08:40.550Z,10_to_50,Xxx,2012-11-03T13:06:19.668Z,no,Naaba Mumuni,submitted_via_web,5,yes,northern,decef7e79d824005b78e40fb8d21f2b6,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:32:18,low,protected_well,"['10.19888128', '-1.53748807']",1351948030714.jpg,10.19888128 -1.53748807 201.10000610351563 5.0,355047040123780,west_mamprusi,individual,community,381843,yes,no,manual_power,,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351948442345.jpg'],Tantala,2012-11-03T13:16:06.324Z,50_to_500,Xxx,2012-11-03T13:11:18.059Z,no,Wudana,submitted_via_web,5,yes,northern,4c0ac9dc67d54f16b11fc07ed125cbd5,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:32:24,low,protected_well,"['10.1978465', '-1.53513389']",1351948442345.jpg,10.1978465 -1.53513389 194.10000610351563 5.0,355047040123780,west_mamprusi,individual,individual,381844,yes,no,manual_power,,,,,,,
no,community,HM,year_round,,,broken,_08_Water_points_CV,yes,['north_ghana/attachments/1351948736257.jpg'],Tantala,2012-11-03T13:21:31.908Z,,Afp6415,2012-11-03T13:16:35.527Z,no,Bukari,submitted_via_web,5,yes,northern,e4cae72cf5104891aefaf9bc4293bccf,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 07:32:30,low,borehole,"['10.1988099', '-1.53352418']",1351948736257.jpg,10.1988099 -1.53352418 187.6999969482422 5.0,355047040123780,west_mamprusi,community,state_government,381845,no,yes,hand_pump,,horsepoower,6415.0,kiosk_broken,,,
no,community,HM,cannot_determine,,,abandoned,_08_Water_points_CV,yes,['north_ghana/attachments/1351948964390.jpg'],Tantala,2012-11-03T13:24:53.393Z,,Sl,2012-11-03T13:21:44.303Z,no,Bukari,submitted_via_web,5,yes,northern,f93c16596c8e4cbc9f89ff12595a757d,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 07:32:40,low,borehole,"['10.19942759', '-1.53383825']",1351948964390.jpg,10.19942759 -1.53383825 183.5 5.0,355047040123780,west_mamprusi,community,state_government,381846,no,yes,hand_pump,,horsepoower,6456.0,kiosk_broken,,,
no,community,HM,cannot_determine,,,abandoned,_08_Water_points_CV,yes,['north_ghana/attachments/1351949192642.jpg'],Tantala,2012-11-03T13:28:15.733Z,,Xxx,2012-11-03T13:24:59.907Z,no,Bukari,submitted_via_web,5,yes,northern,ea9bd8afe3cf4dcf83553bf0c64aeea2,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 07:32:51,low,borehole,"['10.19973935', '-1.53419007']",1351949192642.jpg,10.19973935 -1.53419007 186.0 5.0,355047040123780,west_mamprusi,community,state_government,381847,no,no,hand_pump,,,,missing_parts lift_broken kiosk_broken,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351949396515.jpg'],Tantala,2012-11-03T13:32:34.697Z,50_to_500,AI,2012-11-03T13:28:29.116Z,no,Bukari,submitted_via_web,5,yes,northern,953b6e44deb7454c843af180987449e7,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:32:58,low,borehole,"['10.20149322', '-1.53508783']",1351949396515.jpg,10.20149322 -1.53508783 199.6999969482422 5.0,355047040123780,west_mamprusi,community,state_government,381848,yes,yes,hand_pump,,horsepoower,4635.0,,,,
no,community,HM,cannot_determine,,,abandoned,_08_Water_points_CV,yes,['north_ghana/attachments/1351949749415.jpg'],Tantala,2012-11-03T13:37:51.465Z,,AI,2012-11-03T13:32:42.724Z,no,Bukari,submitted_via_web,5,yes,northern,15413026ce3a47d9a5593638b45ca91c,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 07:33:04,low,borehole,"['10.20318348', '-1.53701747']",1351949749415.jpg,10.20318348 -1.53701747 196.60000610351563 5.0,355047040123780,west_mamprusi,community,international,381849,no,yes,hand_pump,,horsepoower,4676.0,missing_parts lift_broken kiosk_broken,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351949923906.jpg'],Tantala,2012-11-03T13:40:59.409Z,more_500,B7472,2012-11-03T13:37:57.826Z,no,Bukari,submitted_via_web,5,yes,northern,fe9cdbcfc8f6466a8c3920e89609a923,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:33:12,low,borehole,"['10.20321355', '-1.53686184']",1351949923906.jpg,10.20321355 -1.53686184 199.6999969482422 5.0,355047040123780,west_mamprusi,community,state_government,381850,yes,yes,hand_pump,,horsepoower,7472.0,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351950240616.jpg'],Tantala,2012-11-03T13:45:53.476Z,more_500,AI,2012-11-03T13:41:41.292Z,no,Bukari,submitted_via_web,5,yes,northern,f402425d842e4cc0a8ce6249b22dd54f,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:33:19,low,borehole,"['10.20025456', '-1.54023638']",1351950240616.jpg,10.20025456 -1.54023638 210.0 5.0,355047040123780,west_mamprusi,community,international,381851,yes,yes,hand_pump,,horsepoower,459.0,,,,
no,community,Hm,cannot_determine,,,abandoned,_08_Water_points_CV,yes,['north_ghana/attachments/1351950407107.jpg'],Tantala,2012-11-03T13:48:59.933Z,,AI,2012-11-03T13:46:04.246Z,no,Bukari,submitted_via_web,5,yes,northern,55a12920287a4cce968db17619dca249,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 07:33:25,low,borehole,"['10.2001945', '-1.54007547']",1351950407107.jpg,10.2001945 -1.54007547 203.8000030517578 5.0,355047040123780,west_mamprusi,community,international,381852,no,yes,hand_pump,,horsepoower,4705.0,missing_parts lift_broken kiosk_broken,,,
na_dn,community,HM,cannot_determine,,,under_construction,_08_Water_points_CV,yes,['north_ghana/attachments/1351950590990.jpg'],Tantala,2012-11-03T13:51:41.353Z,,Xxx,2012-11-03T13:49:07.867Z,no,Bukari,submitted_via_web,5,na_dn,northern,89cc5db14e6a4ead8ed0b0cf30283e0e,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 07:33:32,low,borehole,"['10.20026949', '-1.54030688']",1351950590990.jpg,10.20026949 -1.54030688 210.3000030517578 5.0,355047040123780,west_mamprusi,community,state_government,381853,no,,,,,,under_construction,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351950795189.jpg'],Tantala,2012-11-03T13:54:49.301Z,10_to_50,Xxx,2012-11-03T13:52:19.893Z,no,Naaba,submitted_via_web,5,yes,northern,ac75815694164e59ad424a1c51a52812,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-13 07:33:39,low,protected_well,"['10.19985472', '-1.53850066']",1351950795189.jpg,10.19985472 -1.53850066 211.5 5.0,355047040123780,west_mamprusi,individual,community,381854,yes,no,manual_power,gravel,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351951072949.jpg'],Tantala,2012-11-03T14:01:18.104Z,more_500,Xxx,2012-11-03T13:55:02.345Z,no,Haruna,submitted_via_web,5,yes,northern,2ef93816e6c44a6ea43ba9f1410e9256,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-13 07:33:45,low,protected_well,"['10.20080759', '-1.53824828']",1351951072949.jpg,10.20080759 -1.53824828 201.5 5.0,355047040123780,west_mamprusi,individual,community,381855,yes,no,manual_power,gravel,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351951404860.jpg'],Tantala,2012-11-03T14:04:45.967Z,10_to_50,Xxx,2012-11-03T14:02:03.551Z,no,Salam,submitted_via_web,5,yes,northern,7426184382a4420dac6746f51bc75855,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-13 07:33:52,low,protected_well,"['10.20011428', '-1.53689991']",1351951404860.jpg,10.20011428 -1.53689991 209.10000610351563 5.0,355047040123780,west_mamprusi,individual,community,381856,yes,no,manual_power,gravel,,,,,,
no,community,HM,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351951618880.jpg'],Tantala,2012-11-03T14:08:44.301Z,10_to_50,Xxx,2012-11-03T14:05:06.615Z,no,Imoro,submitted_via_web,5,yes,northern,ff6d7d768d7641468830fb91a4bcb4e7,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:33:59,low,protected_well,"['10.19828457', '-1.5378811']",1351951618880.jpg,10.19828457 -1.5378811 213.39999389648438 5.0,355047040123780,west_mamprusi,individual,community,381857,yes,no,manual_power,,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351951896609.jpg'],Tantala,2012-11-03T14:13:08.765Z,50_to_500,Xxx,2012-11-03T14:09:06.541Z,no,Issahaku,submitted_via_web,5,yes,northern,3206431139b845c48389ae85bfd16b5a,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:34:05,low,protected_well,"['10.19620175', '-1.53723737']",1351951896609.jpg,10.19620175 -1.53723737 205.6999969482422 5.0,355047040123780,west_mamprusi,individual,individual,381858,yes,no,manual_power,,,,,,,
no,community,HM,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351952190379.jpg'],Tantala,2012-11-03T14:18:37.407Z,10_to_50,XXX,2012-11-03T14:14:26.014Z,no,Yakubu,submitted_via_web,5,yes,northern,d1a9a2356c9f49d498e364981c2aa92c,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:34:08,low,protected_well,"['10.19658729', '-1.53601482']",1351952190379.jpg,10.19658729 -1.53601482 203.1999969482422 5.0,355047040123780,west_mamprusi,individual,individual,381859,yes,no,manual_power,,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351952464829.jpg'],Tantala,2012-11-03T14:23:03.742Z,50_to_500,Xxx,2012-11-03T14:19:30.054Z,no,Poro Ibrahim,submitted_via_web,5,yes,northern,8f97c9b033404528905bdeae6f4acee3,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:34:12,low,protected_well,"['10.1961136', '-1.53514624']",1351952464829.jpg,10.1961136 -1.53514624 202.5 5.0,355047040123780,west_mamprusi,individual,individual,381860,yes,no,manual_power,,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351952795907.jpg'],Tantala,2012-11-03T14:28:10.736Z,10_to_50,Xxx,2012-11-03T14:23:37.004Z,no,Osmanu,submitted_via_web,5,yes,northern,0a30f1167cb54c298ae3c7700c813442,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:34:14,low,protected_well,"['10.19875225', '-1.5360104']",1351952795907.jpg,10.19875225 -1.5360104 195.39999389648438 5.0,355047040123780,west_mamprusi,individual,individual,381861,yes,no,manual_power,,,,,,,
no,community,HM,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351953027259.jpg'],Tantala,2012-11-03T14:33:19.474Z,more_500,Xxx,2012-11-03T14:28:35.974Z,no,Bugudoo Iddirisu,submitted_via_web,5,yes,northern,7aa9269b484d4b4e984207d4eb63dc57,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:34:21,low,protected_well,"['10.19947127', '-1.53534001']",1351953027259.jpg,10.19947127 -1.53534001 188.3000030517578 5.0,355047040123780,west_mamprusi,individual,individual,381862,yes,no,manual_power,,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351953335797.jpg'],Tantala,2012-11-03T14:37:08.035Z,10_to_50,Xxx,2012-11-03T14:33:26.529Z,no,Abdulai,submitted_via_web,5,yes,northern,47539efc30c64f63b203305396ac422d,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:34:27,low,protected_well,"['10.19962732', '-1.53579072']",1351953335797.jpg,10.19962732 -1.53579072 192.10000610351563 5.0,355047040123780,west_mamprusi,individual,individual,381863,yes,no,manual_power,,,,,,,
yes,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351961510211.jpg'],Loagri_1_,2012-11-03T16:54:34.829Z,more_500,Xxx,2012-11-03T16:50:26.474Z,yes,Abukari s.,submitted_via_web,5,yes,northern,ab5033d403484939b3392cedfd17f5bb,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,na_dn,yes,2012-11-13 07:34:39,high,borehole,"['10.2585367', '-1.1850309']",1351961510211.jpg,10.2585367 -1.1850309 162.3000030517578 5.0,355047040123780,west_mamprusi,community,state_government,381865,yes,no,pump_solar,,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351961732290.jpg'],Loagri_1_,2012-11-03T16:57:25.110Z,more_500,Xxx,2012-11-03T16:54:41.920Z,no,Abukari,submitted_via_web,5,yes,northern,833356937ceb4fed88c47e437b31fe66,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-13 07:34:44,high,borehole,"['10.25815186', '-1.18472214']",1351961732290.jpg,10.25815186 -1.18472214 160.6999969482422 5.0,355047040123780,west_mamprusi,community,international,381866,yes,no,hand_pump,gravel,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351961976427.jpg'],Loagri_1_,2012-11-03T17:02:18.966Z,,Xxx,2012-11-03T16:57:31.446Z,yes,Water Manager Abukari,submitted_via_web,5,yes,northern,8a6c1ed7c76e41cb9accc42efeec6670,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-13 07:34:51,high,other,"['10.25943448', '-1.18527123']",1351961976427.jpg,10.25943448 -1.18527123 159.5 5.0,355047040123780,west_mamprusi,community,state_government,381867,no,no,pump_solar,gravel,,,,Reservour,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351962412317.jpg'],Loagri_1_,2012-11-03T17:08:49.732Z,more_500,B99163,2012-11-03T17:02:25.208Z,no,Abukari S.,submitted_via_web,5,yes,northern,72bf5a1c1dab47ab9908d38734f506f3,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:34:57,high,borehole,"['10.25677409', '-1.18364744']",1351962412317.jpg,10.25677409 -1.18364744 148.0 5.0,355047040123780,west_mamprusi,international,international,381868,yes,yes,hand_pump,,horsepoower,99163.0,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351962784052.jpg'],Loagri_1_,2012-11-03T17:14:03.648Z,more_500,Xxx,2012-11-03T17:08:55.605Z,yes,Abu,submitted_via_web,5,yes,northern,b3d7e438c4f6463e95324263778b7e2f,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-13 07:35:05,high,protected_spring,"['10.25655107', '-1.18187726']",1351962784052.jpg,10.25655107 -1.18187726 152.3000030517578 5.0,355047040123780,west_mamprusi,community,state_government,381869,yes,no,pump_solar,gravel,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351963076259.jpg'],Loagri_1_,2012-11-03T17:19:21.733Z,50_to_500,Xxx,2012-11-03T17:17:04.540Z,yes,ABU,submitted_via_web,5,yes,northern,b17b4d98bfef40868857550a8233f842,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-13 07:35:17,high,protected_spring,"['10.25547526', '-1.18342507']",1351963076259.jpg,10.25547526 -1.18342507 162.8000030517578 5.0,355047040123780,west_mamprusi,community,state_government,381871,yes,no,pump_solar,gravel,,,,,,
no,community,HM,cannot_determine,,,broken,_08_Water_points_CV,yes,['north_ghana/attachments/1351963241388.jpg'],Loagri_1_,2012-11-03T17:23:28.650Z,,Xxx,2012-11-03T17:19:48.603Z,no,Abu,submitted_via_web,5,yes,northern,a90968b1ed5e4d208c5517264df77225,grid_further_500_m,2012-11-03 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,no,2012-11-13 07:35:22,high,borehole,"['10.25566392', '-1.18286992']",1351963241388.jpg,10.25566392 -1.18286992 155.3000030517578 5.0,355047040123780,west_mamprusi,community,international,381872,no,no,hand_pump,gravel,,,kiosk_broken,,,
